id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,team_member_id
6R8Ai2lNsusm7K7LSvNEHS,Disco Deewane,0.731,0.474,1,-9.579,1,0.0286,0.166,0.00599,0.0724,0.961,113.888,audio_features,6R8Ai2lNsusm7K7LSvNEHS,spotify:track:6R8Ai2lNsusm7K7LSvNEHS,https://api.spotify.com/v1/tracks/6R8Ai2lNsusm7K7LSvNEHS,https://api.spotify.com/v1/audio-analysis/6R8Ai2lNsusm7K7LSvNEHS,376040,4,mem_4
1vrd6UOGamcKNGnSHJQlSt,Love Story,0.618,0.741,2,-3.95,1,0.031,0.17,0,0.0822,0.296,118.984,audio_features,1vrd6UOGamcKNGnSHJQlSt,spotify:track:1vrd6UOGamcKNGnSHJQlSt,https://api.spotify.com/v1/tracks/1vrd6UOGamcKNGnSHJQlSt,https://api.spotify.com/v1/audio-analysis/1vrd6UOGamcKNGnSHJQlSt,235267,4,mem_4
5J9PZD8kTuzfsBbbUh1oHu,Kab Se Kab Tak,0.772,0.588,9,-10.315,0,0.226,0.565,0.000908,0.106,0.262,82.969,audio_features,5J9PZD8kTuzfsBbbUh1oHu,spotify:track:5J9PZD8kTuzfsBbbUh1oHu,https://api.spotify.com/v1/tracks/5J9PZD8kTuzfsBbbUh1oHu,https://api.spotify.com/v1/audio-analysis/5J9PZD8kTuzfsBbbUh1oHu,213242,4,mem_4
5uaIbU3oHHcSOK6WFNK5nj,Apna Time Aayega,0.766,0.618,11,-8.552,0,0.124,0.0187,0.000115,0.181,0.513,95.054,audio_features,5uaIbU3oHHcSOK6WFNK5nj,spotify:track:5uaIbU3oHHcSOK6WFNK5nj,https://api.spotify.com/v1/tracks/5uaIbU3oHHcSOK6WFNK5nj,https://api.spotify.com/v1/audio-analysis/5uaIbU3oHHcSOK6WFNK5nj,140463,4,mem_4
6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,audio_features,6FB3v4YcR57y4tXFcdxI1E,spotify:track:6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/tracks/6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/audio-analysis/6FB3v4YcR57y4tXFcdxI1E,219720,4,mem_4
6TapyDFlRUlZ4cmIaqJx4k,Slow It Down,0.733,0.754,0,-3.392,0,0.0593,0.264,0,0.131,0.849,115.024,audio_features,6TapyDFlRUlZ4cmIaqJx4k,spotify:track:6TapyDFlRUlZ4cmIaqJx4k,https://api.spotify.com/v1/tracks/6TapyDFlRUlZ4cmIaqJx4k,https://api.spotify.com/v1/audio-analysis/6TapyDFlRUlZ4cmIaqJx4k,190053,4,mem_4
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,audio_features,04ZTP5KsCypmtCmQg5tH9R,spotify:track:04ZTP5KsCypmtCmQg5tH9R,https://api.spotify.com/v1/tracks/04ZTP5KsCypmtCmQg5tH9R,https://api.spotify.com/v1/audio-analysis/04ZTP5KsCypmtCmQg5tH9R,195519,4,mem_4
0VxgNsSywsjapKGXvzj8RH,"Ilahi (From ""Yeh Jawaani Hai Deewani"")",0.594,0.967,9,-5.767,1,0.0857,0.166,2.54e-05,0.105,0.452,132.009,audio_features,0VxgNsSywsjapKGXvzj8RH,spotify:track:0VxgNsSywsjapKGXvzj8RH,https://api.spotify.com/v1/tracks/0VxgNsSywsjapKGXvzj8RH,https://api.spotify.com/v1/audio-analysis/0VxgNsSywsjapKGXvzj8RH,228982,4,mem_4
4AfLtSXcvG8AkfQjDR0gJ1,Zara Sa Jhoom Loon Main,0.606,0.553,0,-12.537,0,0.0764,0.682,6.93e-05,0.191,0.868,130.657,audio_features,4AfLtSXcvG8AkfQjDR0gJ1,spotify:track:4AfLtSXcvG8AkfQjDR0gJ1,https://api.spotify.com/v1/tracks/4AfLtSXcvG8AkfQjDR0gJ1,https://api.spotify.com/v1/audio-analysis/4AfLtSXcvG8AkfQjDR0gJ1,353693,4,mem_4
6pQadiopoIsS4x78tjSkJt,LA Girls,0.869,0.642,8,-5.03,0,0.0367,0.359,1.42e-06,0.0694,0.917,99.992,audio_features,6pQadiopoIsS4x78tjSkJt,spotify:track:6pQadiopoIsS4x78tjSkJt,https://api.spotify.com/v1/tracks/6pQadiopoIsS4x78tjSkJt,https://api.spotify.com/v1/audio-analysis/6pQadiopoIsS4x78tjSkJt,197107,4,mem_4
5IvBhmCrAHyNRIqBQ0n00Q,I Am A Disco Dancer,0.562,0.711,5,-11.018,0,0.176,0.468,0,0.882,0.602,131.209,audio_features,5IvBhmCrAHyNRIqBQ0n00Q,spotify:track:5IvBhmCrAHyNRIqBQ0n00Q,https://api.spotify.com/v1/tracks/5IvBhmCrAHyNRIqBQ0n00Q,https://api.spotify.com/v1/audio-analysis/5IvBhmCrAHyNRIqBQ0n00Q,467383,4,mem_4
6T8vyAyrbKSLjS6cOpjIeB,Ibn - E - Batuta,0.744,0.751,2,-4.463,1,0.0403,0.094,8.23e-05,0.398,0.445,88.979,audio_features,6T8vyAyrbKSLjS6cOpjIeB,spotify:track:6T8vyAyrbKSLjS6cOpjIeB,https://api.spotify.com/v1/tracks/6T8vyAyrbKSLjS6cOpjIeB,https://api.spotify.com/v1/audio-analysis/6T8vyAyrbKSLjS6cOpjIeB,217322,4,mem_4
2hrUO4drrO63i7FYbCLBl2,Rockabye (feat. Sean Paul & Anne-Marie),0.717,0.73,9,-4.729,0,0.0568,0.383,0,0.398,0.792,102.002,audio_features,2hrUO4drrO63i7FYbCLBl2,spotify:track:2hrUO4drrO63i7FYbCLBl2,https://api.spotify.com/v1/tracks/2hrUO4drrO63i7FYbCLBl2,https://api.spotify.com/v1/audio-analysis/2hrUO4drrO63i7FYbCLBl2,251173,4,mem_4
39TJkE0AEkfWii8VB3JqSV,Tu Meri,0.679,0.688,8,-5.522,1,0.0293,0.0773,0,0.704,0.424,127.951,audio_features,39TJkE0AEkfWii8VB3JqSV,spotify:track:39TJkE0AEkfWii8VB3JqSV,https://api.spotify.com/v1/tracks/39TJkE0AEkfWii8VB3JqSV,https://api.spotify.com/v1/audio-analysis/39TJkE0AEkfWii8VB3JqSV,257089,4,mem_4
52N5IdzASBPbgu7imkeDAU,Rappan Rappi Rap,0.933,0.768,7,-5.108,1,0.109,0.0789,2.43e-05,0.0653,0.843,116.019,audio_features,52N5IdzASBPbgu7imkeDAU,spotify:track:52N5IdzASBPbgu7imkeDAU,https://api.spotify.com/v1/tracks/52N5IdzASBPbgu7imkeDAU,https://api.spotify.com/v1/audio-analysis/52N5IdzASBPbgu7imkeDAU,234890,4,mem_4
788Lp6lHrCrxJAZvS2l9YZ,Dum Dum,0.748,0.812,0,-7.938,1,0.0471,0.0634,0.00146,0.114,0.906,99.994,audio_features,788Lp6lHrCrxJAZvS2l9YZ,spotify:track:788Lp6lHrCrxJAZvS2l9YZ,https://api.spotify.com/v1/tracks/788Lp6lHrCrxJAZvS2l9YZ,https://api.spotify.com/v1/audio-analysis/788Lp6lHrCrxJAZvS2l9YZ,310988,4,mem_4
0FE9t6xYkqWXU2ahLh6D8X,Shape of You,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,audio_features,0FE9t6xYkqWXU2ahLh6D8X,spotify:track:0FE9t6xYkqWXU2ahLh6D8X,https://api.spotify.com/v1/tracks/0FE9t6xYkqWXU2ahLh6D8X,https://api.spotify.com/v1/audio-analysis/0FE9t6xYkqWXU2ahLh6D8X,233713,4,mem_4
3jtKSUiVDowKNBqVQbWaig,Iktara,0.616,0.525,7,-7.065,1,0.0258,0.401,0.000484,0.309,0.427,79.976,audio_features,3jtKSUiVDowKNBqVQbWaig,spotify:track:3jtKSUiVDowKNBqVQbWaig,https://api.spotify.com/v1/tracks/3jtKSUiVDowKNBqVQbWaig,https://api.spotify.com/v1/audio-analysis/3jtKSUiVDowKNBqVQbWaig,253773,4,mem_4
3vqJY3pVELLIxqXXyI08yr,Roobaroo,0.675,0.582,9,-8.891,1,0.0277,0.661,5.56e-06,0.0854,0.538,120.991,audio_features,3vqJY3pVELLIxqXXyI08yr,spotify:track:3vqJY3pVELLIxqXXyI08yr,https://api.spotify.com/v1/tracks/3vqJY3pVELLIxqXXyI08yr,https://api.spotify.com/v1/audio-analysis/3vqJY3pVELLIxqXXyI08yr,282973,4,mem_4
6qNALlmZa1ESnCxJmXE1K9,The Way I Am,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,audio_features,6qNALlmZa1ESnCxJmXE1K9,spotify:track:6qNALlmZa1ESnCxJmXE1K9,https://api.spotify.com/v1/tracks/6qNALlmZa1ESnCxJmXE1K9,https://api.spotify.com/v1/audio-analysis/6qNALlmZa1ESnCxJmXE1K9,186080,4,mem_4
1NVdxp5WRsH2et5a3OVSUk,"Awaara (From ""7 Khoon Maaf"")",0.281,0.618,0,-7.006,1,0.0381,0.573,0.0658,0.353,0.391,68.622,audio_features,1NVdxp5WRsH2et5a3OVSUk,spotify:track:1NVdxp5WRsH2et5a3OVSUk,https://api.spotify.com/v1/tracks/1NVdxp5WRsH2et5a3OVSUk,https://api.spotify.com/v1/audio-analysis/1NVdxp5WRsH2et5a3OVSUk,332013,3,mem_4
1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,audio_features,1Slwb6dOYkBlWal1PGtnNg,spotify:track:1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/tracks/1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/audio-analysis/1Slwb6dOYkBlWal1PGtnNg,281560,4,mem_4
4lKuVRhrSO9le6tRbgrpKC,Aadha Ishq,0.546,0.505,0,-9.909,1,0.0873,0.314,2.93e-05,0.0971,0.522,82.917,audio_features,4lKuVRhrSO9le6tRbgrpKC,spotify:track:4lKuVRhrSO9le6tRbgrpKC,https://api.spotify.com/v1/tracks/4lKuVRhrSO9le6tRbgrpKC,https://api.spotify.com/v1/audio-analysis/4lKuVRhrSO9le6tRbgrpKC,283716,4,mem_4
4sPmO7WMQUAf45kwMOtONw,Hello,0.481,0.451,5,-6.095,0,0.0347,0.336,0,0.0872,0.289,157.966,audio_features,4sPmO7WMQUAf45kwMOtONw,spotify:track:4sPmO7WMQUAf45kwMOtONw,https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw,https://api.spotify.com/v1/audio-analysis/4sPmO7WMQUAf45kwMOtONw,295493,4,mem_4
5QyOjKJhR1iyF0DHQM2IvW,Tareefan,0.829,0.654,5,-6.26,0,0.0685,0.0942,5.01e-06,0.2,0.335,98.012,audio_features,5QyOjKJhR1iyF0DHQM2IvW,spotify:track:5QyOjKJhR1iyF0DHQM2IvW,https://api.spotify.com/v1/tracks/5QyOjKJhR1iyF0DHQM2IvW,https://api.spotify.com/v1/audio-analysis/5QyOjKJhR1iyF0DHQM2IvW,186122,4,mem_4
5ugnWsmd4k0Ciqn1GVlBIF,Rangili Raatno,0.51,0.32,1,-14.841,1,0.0458,0.632,4.35e-06,0.222,0.641,79.566,audio_features,5ugnWsmd4k0Ciqn1GVlBIF,spotify:track:5ugnWsmd4k0Ciqn1GVlBIF,https://api.spotify.com/v1/tracks/5ugnWsmd4k0Ciqn1GVlBIF,https://api.spotify.com/v1/audio-analysis/5ugnWsmd4k0Ciqn1GVlBIF,152842,3,mem_4
1sYC1fG7s4p0pTykrJqmgW,Kyon,0.726,0.664,2,-6.674,1,0.0331,0.636,0,0.0964,0.831,121.923,audio_features,1sYC1fG7s4p0pTykrJqmgW,spotify:track:1sYC1fG7s4p0pTykrJqmgW,https://api.spotify.com/v1/tracks/1sYC1fG7s4p0pTykrJqmgW,https://api.spotify.com/v1/audio-analysis/1sYC1fG7s4p0pTykrJqmgW,266053,4,mem_4
3eDsxtliwduBeC3UAdOMG5,"Bandook Meri Laila (From ""A Gentleman"") (feat. Raftaar, Sidharth Malhotra)",0.746,0.782,6,-6.192,0,0.0397,0.277,4.7e-06,0.108,0.665,98.976,audio_features,3eDsxtliwduBeC3UAdOMG5,spotify:track:3eDsxtliwduBeC3UAdOMG5,https://api.spotify.com/v1/tracks/3eDsxtliwduBeC3UAdOMG5,https://api.spotify.com/v1/audio-analysis/3eDsxtliwduBeC3UAdOMG5,214510,4,mem_4
4ZIvqmpihn94QyFfGcQtdZ,Asli Hip Hop,0.667,0.641,8,-11.009,1,0.609,0.572,0,0.311,0.963,169.968,audio_features,4ZIvqmpihn94QyFfGcQtdZ,spotify:track:4ZIvqmpihn94QyFfGcQtdZ,https://api.spotify.com/v1/tracks/4ZIvqmpihn94QyFfGcQtdZ,https://api.spotify.com/v1/audio-analysis/4ZIvqmpihn94QyFfGcQtdZ,108827,4,mem_4
1fCUBgnId0eLuHNl5M4Xmm,Zara Zara,0.635,0.268,11,-15.073,0,0.0895,0.594,2.04e-06,0.316,0.62,143.771,audio_features,1fCUBgnId0eLuHNl5M4Xmm,spotify:track:1fCUBgnId0eLuHNl5M4Xmm,https://api.spotify.com/v1/tracks/1fCUBgnId0eLuHNl5M4Xmm,https://api.spotify.com/v1/audio-analysis/1fCUBgnId0eLuHNl5M4Xmm,298266,4,mem_4
1wnozUBSe7OMpmZiTPJC5j,Tum Tak,0.72,0.621,2,-9.773,1,0.0491,0.676,0,0.0679,0.566,114.987,audio_features,1wnozUBSe7OMpmZiTPJC5j,spotify:track:1wnozUBSe7OMpmZiTPJC5j,https://api.spotify.com/v1/tracks/1wnozUBSe7OMpmZiTPJC5j,https://api.spotify.com/v1/audio-analysis/1wnozUBSe7OMpmZiTPJC5j,304467,4,mem_4
6B0RSaHnLZidlE2w3AjQfO,Hawa Hawai,0.695,0.774,9,-5.754,1,0.232,0.0594,0.0179,0.0165,0.889,175.933,audio_features,6B0RSaHnLZidlE2w3AjQfO,spotify:track:6B0RSaHnLZidlE2w3AjQfO,https://api.spotify.com/v1/tracks/6B0RSaHnLZidlE2w3AjQfO,https://api.spotify.com/v1/audio-analysis/6B0RSaHnLZidlE2w3AjQfO,292307,4,mem_4
78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,audio_features,78lgmZwycJ3nzsdgmPPGNx,spotify:track:78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/tracks/78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/audio-analysis/78lgmZwycJ3nzsdgmPPGNx,146250,4,mem_4
2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,audio_features,2KH16WveTQWT6KOG9Rg6e2,spotify:track:2KH16WveTQWT6KOG9Rg6e2,https://api.spotify.com/v1/tracks/2KH16WveTQWT6KOG9Rg6e2,https://api.spotify.com/v1/audio-analysis/2KH16WveTQWT6KOG9Rg6e2,245640,4,mem_4
2OvldWM8rVnp7QCn9eCrr1,Phir Le Aya Dil,0.414,0.432,0,-9.667,1,0.0353,0.844,9.23e-05,0.13,0.613,76.688,audio_features,2OvldWM8rVnp7QCn9eCrr1,spotify:track:2OvldWM8rVnp7QCn9eCrr1,https://api.spotify.com/v1/tracks/2OvldWM8rVnp7QCn9eCrr1,https://api.spotify.com/v1/audio-analysis/2OvldWM8rVnp7QCn9eCrr1,285000,4,mem_4
2ota18jyZVMGvwQ0IV8qz7,Bezubaan,0.416,0.573,1,-8.264,1,0.066,0.0286,2.06e-06,0.11,0.163,102.041,audio_features,2ota18jyZVMGvwQ0IV8qz7,spotify:track:2ota18jyZVMGvwQ0IV8qz7,https://api.spotify.com/v1/tracks/2ota18jyZVMGvwQ0IV8qz7,https://api.spotify.com/v1/audio-analysis/2ota18jyZVMGvwQ0IV8qz7,282840,4,mem_4
789k9pzKzORADvuOVU0ARy,Gori Teri Aankhen,0.381,0.617,4,-10.006,1,0.046,0.541,0,0.146,0.691,89.101,audio_features,789k9pzKzORADvuOVU0ARy,spotify:track:789k9pzKzORADvuOVU0ARy,https://api.spotify.com/v1/tracks/789k9pzKzORADvuOVU0ARy,https://api.spotify.com/v1/audio-analysis/789k9pzKzORADvuOVU0ARy,300591,4,mem_4
2ekn2ttSfGqwhhate0LSR0,New Rules,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,audio_features,2ekn2ttSfGqwhhate0LSR0,spotify:track:2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,209320,4,mem_4
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,0.573,0.913,6,-4.793,0,0.132,0.0591,0.00173,0.156,0.422,115.715,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4,mem_4
4NtUY5IGzHCaqfZemmAu56,Dancing Queen,0.539,0.884,9,-6.53,1,0.0403,0.382,0.00166,0.76,0.752,100.812,audio_features,4NtUY5IGzHCaqfZemmAu56,spotify:track:4NtUY5IGzHCaqfZemmAu56,https://api.spotify.com/v1/tracks/4NtUY5IGzHCaqfZemmAu56,https://api.spotify.com/v1/audio-analysis/4NtUY5IGzHCaqfZemmAu56,230693,4,mem_4
4k0lNA0hoVHUP5QbO0uv3k,"Khamoshiyan Gangunane Lagi, Pt. 1",0.651,0.345,9,-15.318,0,0.0608,0.377,6.39e-05,0.0841,0.308,90.986,audio_features,4k0lNA0hoVHUP5QbO0uv3k,spotify:track:4k0lNA0hoVHUP5QbO0uv3k,https://api.spotify.com/v1/tracks/4k0lNA0hoVHUP5QbO0uv3k,https://api.spotify.com/v1/audio-analysis/4k0lNA0hoVHUP5QbO0uv3k,326885,4,mem_4
4tKCjAC5dojOLYQ1FPdXSI,Mahi Ve,0.776,0.696,0,-5.51,0,0.0377,0.0376,0,0.128,0.895,143.023,audio_features,4tKCjAC5dojOLYQ1FPdXSI,spotify:track:4tKCjAC5dojOLYQ1FPdXSI,https://api.spotify.com/v1/tracks/4tKCjAC5dojOLYQ1FPdXSI,https://api.spotify.com/v1/audio-analysis/4tKCjAC5dojOLYQ1FPdXSI,284600,4,mem_4
54flyrjcdnQdco7300avMJ,We Will Rock You - Remastered,0.692,0.488,11,-7.282,0,0.104,0.688,0,0.4,0.51,81.4,audio_features,54flyrjcdnQdco7300avMJ,spotify:track:54flyrjcdnQdco7300avMJ,https://api.spotify.com/v1/tracks/54flyrjcdnQdco7300avMJ,https://api.spotify.com/v1/audio-analysis/54flyrjcdnQdco7300avMJ,122067,4,mem_4
5cjVsWqIkBQC7acTRhL0RO,Kamariya,0.825,0.666,4,-4.847,0,0.0554,0.143,2.81e-06,0.237,0.763,96.987,audio_features,5cjVsWqIkBQC7acTRhL0RO,spotify:track:5cjVsWqIkBQC7acTRhL0RO,https://api.spotify.com/v1/tracks/5cjVsWqIkBQC7acTRhL0RO,https://api.spotify.com/v1/audio-analysis/5cjVsWqIkBQC7acTRhL0RO,187983,4,mem_4
5jsw9uXEGuKyJzs0boZ1bT,Stitches,0.746,0.754,1,-6.681,1,0.067,0.0152,0,0.0486,0.764,149.882,audio_features,5jsw9uXEGuKyJzs0boZ1bT,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,https://api.spotify.com/v1/tracks/5jsw9uXEGuKyJzs0boZ1bT,https://api.spotify.com/v1/audio-analysis/5jsw9uXEGuKyJzs0boZ1bT,206880,4,mem_4
