id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,team_member_id
5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),0.518,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.854,audio_features,5WtfUKzXircvW8l5aaVZWT,spotify:track:5WtfUKzXircvW8l5aaVZWT,https://api.spotify.com/v1/tracks/5WtfUKzXircvW8l5aaVZWT,https://api.spotify.com/v1/audio-analysis/5WtfUKzXircvW8l5aaVZWT,173307,4,mem_3
09CtPGIpYB4BrO8qb1RGsF,Sorry,0.605,0.768,0,-3.724,0,0.0476,0.0865,0,0.308,0.414,100.209,audio_features,09CtPGIpYB4BrO8qb1RGsF,spotify:track:09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/audio-analysis/09CtPGIpYB4BrO8qb1RGsF,200787,4,mem_3
1TVd8FHpeg1Afa92kaO0kR,Petals,0.359,0.286,9,-10.172,0,0.0338,0.908,0.0036,0.109,0.229,152.205,audio_features,1TVd8FHpeg1Afa92kaO0kR,spotify:track:1TVd8FHpeg1Afa92kaO0kR,https://api.spotify.com/v1/tracks/1TVd8FHpeg1Afa92kaO0kR,https://api.spotify.com/v1/audio-analysis/1TVd8FHpeg1Afa92kaO0kR,152333,4,mem_3
6ET9kf9riLETWs9lePUEAI,Slow Burn,0.555,0.43,2,-9.105,1,0.0295,0.462,0.000191,0.0869,0.274,147.613,audio_features,6ET9kf9riLETWs9lePUEAI,spotify:track:6ET9kf9riLETWs9lePUEAI,https://api.spotify.com/v1/tracks/6ET9kf9riLETWs9lePUEAI,https://api.spotify.com/v1/audio-analysis/6ET9kf9riLETWs9lePUEAI,246133,4,mem_3
1Av69kr9JitqPWo7WJLS5q,Can We Kiss Forever?,0.493,0.13,4,-18.725,1,0.0369,0.898,0.0223,0.0941,0.119,109.852,audio_features,1Av69kr9JitqPWo7WJLS5q,spotify:track:1Av69kr9JitqPWo7WJLS5q,https://api.spotify.com/v1/tracks/1Av69kr9JitqPWo7WJLS5q,https://api.spotify.com/v1/audio-analysis/1Av69kr9JitqPWo7WJLS5q,187899,4,mem_3
4FGpzz2ciXUCya6sW5M7qf,Apologies,0.385,0.395,5,-9.1,1,0.0286,0.508,0,0.0961,0.142,134.703,audio_features,4FGpzz2ciXUCya6sW5M7qf,spotify:track:4FGpzz2ciXUCya6sW5M7qf,https://api.spotify.com/v1/tracks/4FGpzz2ciXUCya6sW5M7qf,https://api.spotify.com/v1/audio-analysis/4FGpzz2ciXUCya6sW5M7qf,312613,4,mem_3
7LwGBxB0h0CVmkOZxYKn0g,In My Veins - Feat. Erin Mccarley,0.548,0.42,0,-7.842,1,0.0277,0.198,4.46e-06,0.0899,0.196,128.012,audio_features,7LwGBxB0h0CVmkOZxYKn0g,spotify:track:7LwGBxB0h0CVmkOZxYKn0g,https://api.spotify.com/v1/tracks/7LwGBxB0h0CVmkOZxYKn0g,https://api.spotify.com/v1/audio-analysis/7LwGBxB0h0CVmkOZxYKn0g,318909,4,mem_3
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,4,mem_3
0HVKRenL5KRyNsH4dTow01,Honey Honey,0.581,0.168,0,-11.275,0,0.0304,0.91,0.000986,0.152,0.26,108.274,audio_features,0HVKRenL5KRyNsH4dTow01,spotify:track:0HVKRenL5KRyNsH4dTow01,https://api.spotify.com/v1/tracks/0HVKRenL5KRyNsH4dTow01,https://api.spotify.com/v1/audio-analysis/0HVKRenL5KRyNsH4dTow01,206160,4,mem_3
1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),0.587,0.299,8,-7.365,1,0.0263,0.779,0,0.123,0.356,94.992,audio_features,1bhUWB0zJMIKr9yVPrkEuI,spotify:track:1bhUWB0zJMIKr9yVPrkEuI,https://api.spotify.com/v1/tracks/1bhUWB0zJMIKr9yVPrkEuI,https://api.spotify.com/v1/audio-analysis/1bhUWB0zJMIKr9yVPrkEuI,259550,3,mem_3
0cDTRD8PzgLE8bVwYxaoP8,B&W,0.603,0.444,0,-12.646,1,0.0395,0.93,0.000208,0.0807,0.285,95.02,audio_features,0cDTRD8PzgLE8bVwYxaoP8,spotify:track:0cDTRD8PzgLE8bVwYxaoP8,https://api.spotify.com/v1/tracks/0cDTRD8PzgLE8bVwYxaoP8,https://api.spotify.com/v1/audio-analysis/0cDTRD8PzgLE8bVwYxaoP8,196647,4,mem_3
1zSKtBze2IReYU44W0lDzd,Can You Feel the Love Tonight,0.337,0.331,5,-10.16,1,0.0385,0.657,0,0.085,0.35,103.203,audio_features,1zSKtBze2IReYU44W0lDzd,spotify:track:1zSKtBze2IReYU44W0lDzd,https://api.spotify.com/v1/tracks/1zSKtBze2IReYU44W0lDzd,https://api.spotify.com/v1/audio-analysis/1zSKtBze2IReYU44W0lDzd,182613,5,mem_3
2AdjRQ1xp5volT2wj2DfOq,Naina Bawre,0.591,0.536,0,-10.554,1,0.0442,0.756,0.000919,0.13,0.61,127.878,audio_features,2AdjRQ1xp5volT2wj2DfOq,spotify:track:2AdjRQ1xp5volT2wj2DfOq,https://api.spotify.com/v1/tracks/2AdjRQ1xp5volT2wj2DfOq,https://api.spotify.com/v1/audio-analysis/2AdjRQ1xp5volT2wj2DfOq,291898,4,mem_3
4lIxdJw6W3Fg4vUIYCB0S5,Style,0.598,0.786,2,-5.572,1,0.0382,0.00256,0.00143,0.117,0.456,95.021,audio_features,4lIxdJw6W3Fg4vUIYCB0S5,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,https://api.spotify.com/v1/tracks/4lIxdJw6W3Fg4vUIYCB0S5,https://api.spotify.com/v1/audio-analysis/4lIxdJw6W3Fg4vUIYCB0S5,231000,4,mem_3
5LND6uMgE2QUse43kHdMPn,"Snehidhane, Pt. 1",0.545,0.343,5,-13.671,0,0.0438,0.207,0,0.124,0.416,103.961,audio_features,5LND6uMgE2QUse43kHdMPn,spotify:track:5LND6uMgE2QUse43kHdMPn,https://api.spotify.com/v1/tracks/5LND6uMgE2QUse43kHdMPn,https://api.spotify.com/v1/audio-analysis/5LND6uMgE2QUse43kHdMPn,365924,4,mem_3
5VJUjLNpEWkCKIxJWILRHk,What Have I Done,0.648,0.52,9,-7.016,0,0.0315,0.0545,0.0141,0.283,0.604,131.153,audio_features,5VJUjLNpEWkCKIxJWILRHk,spotify:track:5VJUjLNpEWkCKIxJWILRHk,https://api.spotify.com/v1/tracks/5VJUjLNpEWkCKIxJWILRHk,https://api.spotify.com/v1/audio-analysis/5VJUjLNpEWkCKIxJWILRHk,202000,4,mem_3
6vo7Y1iWyZvpjvFbf6BiZ5,Kalank (Title Track),0.57,0.55,10,-8.343,1,0.035,0.524,3.73e-05,0.0921,0.435,117.999,audio_features,6vo7Y1iWyZvpjvFbf6BiZ5,spotify:track:6vo7Y1iWyZvpjvFbf6BiZ5,https://api.spotify.com/v1/tracks/6vo7Y1iWyZvpjvFbf6BiZ5,https://api.spotify.com/v1/audio-analysis/6vo7Y1iWyZvpjvFbf6BiZ5,311186,4,mem_3
5OCJzvD7sykQEKHH7qAC3C,God is a woman,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4,mem_3
0rzNMzZsubFcXSEh7dnem7,Hold Up,0.524,0.397,0,-11.936,1,0.405,0.745,0,0.521,0.552,80.744,audio_features,0rzNMzZsubFcXSEh7dnem7,spotify:track:0rzNMzZsubFcXSEh7dnem7,https://api.spotify.com/v1/tracks/0rzNMzZsubFcXSEh7dnem7,https://api.spotify.com/v1/audio-analysis/0rzNMzZsubFcXSEh7dnem7,221093,4,mem_3
43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,audio_features,43rA71bccXFGD4C8GOpIlN,spotify:track:43rA71bccXFGD4C8GOpIlN,https://api.spotify.com/v1/tracks/43rA71bccXFGD4C8GOpIlN,https://api.spotify.com/v1/audio-analysis/43rA71bccXFGD4C8GOpIlN,170640,4,mem_3
47OqtEbWGkG6eDNGUNCYYB,Hard Place,0.614,0.719,9,-4.694,1,0.0955,0.179,1.72e-05,0.163,0.34,160.075,audio_features,47OqtEbWGkG6eDNGUNCYYB,spotify:track:47OqtEbWGkG6eDNGUNCYYB,https://api.spotify.com/v1/tracks/47OqtEbWGkG6eDNGUNCYYB,https://api.spotify.com/v1/audio-analysis/47OqtEbWGkG6eDNGUNCYYB,271733,4,mem_3
7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,audio_features,7y9iMe8SOB6z3NoHE2OfXl,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,https://api.spotify.com/v1/tracks/7y9iMe8SOB6z3NoHE2OfXl,https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl,181279,4,mem_3
4YGlRLe6TeBRiXFByBqldf,The Way You Look Tonight,0.643,0.488,6,-10.269,1,0.028,0.536,0.000304,0.268,0.473,110.032,audio_features,4YGlRLe6TeBRiXFByBqldf,spotify:track:4YGlRLe6TeBRiXFByBqldf,https://api.spotify.com/v1/tracks/4YGlRLe6TeBRiXFByBqldf,https://api.spotify.com/v1/audio-analysis/4YGlRLe6TeBRiXFByBqldf,277760,4,mem_3
3ICxCafLo6xcASR4yij84K,Static Waves - Feat. Katie Herzig,0.62,0.534,5,-8.865,1,0.0266,0.0634,0,0.093,0.337,144.059,audio_features,3ICxCafLo6xcASR4yij84K,spotify:track:3ICxCafLo6xcASR4yij84K,https://api.spotify.com/v1/tracks/3ICxCafLo6xcASR4yij84K,https://api.spotify.com/v1/audio-analysis/3ICxCafLo6xcASR4yij84K,220613,4,mem_3
59HjlYCeBsxdI0fcm3zglw,Wildest Dreams,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,audio_features,59HjlYCeBsxdI0fcm3zglw,spotify:track:59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/audio-analysis/59HjlYCeBsxdI0fcm3zglw,220440,4,mem_3
6fi8m0iBPSrTPHle0CEJev,Passionfruit (triple j Like A Version),0.498,0.42,8,-12.098,0,0.0436,0.668,0.1,0.108,0.41,110.25,audio_features,6fi8m0iBPSrTPHle0CEJev,spotify:track:6fi8m0iBPSrTPHle0CEJev,https://api.spotify.com/v1/tracks/6fi8m0iBPSrTPHle0CEJev,https://api.spotify.com/v1/audio-analysis/6fi8m0iBPSrTPHle0CEJev,268975,4,mem_3
6vJ6FR4WtlKSxe8lmh3F1C,Baby You're Worth It,0.695,0.253,2,-15.884,1,0.0461,0.685,0.14,0.105,0.264,120.033,audio_features,6vJ6FR4WtlKSxe8lmh3F1C,spotify:track:6vJ6FR4WtlKSxe8lmh3F1C,https://api.spotify.com/v1/tracks/6vJ6FR4WtlKSxe8lmh3F1C,https://api.spotify.com/v1/audio-analysis/6vJ6FR4WtlKSxe8lmh3F1C,130926,4,mem_3
543bCW2ruMPmxUBWirQ3MR,Cross Me (feat. Chance the Rapper & PnB Rock),0.746,0.787,4,-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,audio_features,543bCW2ruMPmxUBWirQ3MR,spotify:track:543bCW2ruMPmxUBWirQ3MR,https://api.spotify.com/v1/tracks/543bCW2ruMPmxUBWirQ3MR,https://api.spotify.com/v1/audio-analysis/543bCW2ruMPmxUBWirQ3MR,206187,4,mem_3
2b8fOow8UzyDFAE27YhOZM,Memories,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,audio_features,2b8fOow8UzyDFAE27YhOZM,spotify:track:2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/tracks/2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/audio-analysis/2b8fOow8UzyDFAE27YhOZM,189486,4,mem_3
3jtKSUiVDowKNBqVQbWaig,Iktara,0.616,0.525,7,-7.065,1,0.0258,0.401,0.000484,0.309,0.427,79.976,audio_features,3jtKSUiVDowKNBqVQbWaig,spotify:track:3jtKSUiVDowKNBqVQbWaig,https://api.spotify.com/v1/tracks/3jtKSUiVDowKNBqVQbWaig,https://api.spotify.com/v1/audio-analysis/3jtKSUiVDowKNBqVQbWaig,253773,4,mem_3
4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),0.857,0.621,9,-6.376,0,0.0824,0.148,0,0.0865,0.668,97.986,audio_features,4vUmTMuQqjdnvlZmAH61Qk,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/tracks/4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/audio-analysis/4vUmTMuQqjdnvlZmAH61Qk,204467,4,mem_3
5t3Vk8bRKylx4fjj7qlbib,bitches broken hearts,0.777,0.422,0,-10.114,1,0.0482,0.919,0.00877,0.0958,0.187,120.041,audio_features,5t3Vk8bRKylx4fjj7qlbib,spotify:track:5t3Vk8bRKylx4fjj7qlbib,https://api.spotify.com/v1/tracks/5t3Vk8bRKylx4fjj7qlbib,https://api.spotify.com/v1/audio-analysis/5t3Vk8bRKylx4fjj7qlbib,176472,4,mem_3
60a0Rd6pjrkxjPbaKzXjfq,In the End,0.542,0.853,3,-6.407,0,0.0498,0.0103,0,0.108,0.37,105.256,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216933,4,mem_3
0LnlTTgv5253a2I287jiuq,Patang,0.295,0.305,7,-7.769,1,0.0306,0.738,5.94e-05,0.104,0.244,127.054,audio_features,0LnlTTgv5253a2I287jiuq,spotify:track:0LnlTTgv5253a2I287jiuq,https://api.spotify.com/v1/tracks/0LnlTTgv5253a2I287jiuq,https://api.spotify.com/v1/audio-analysis/0LnlTTgv5253a2I287jiuq,285450,3,mem_3
0MHl7k0srcmub4lsesOLQO,Easier,0.489,0.255,6,-12.351,0,0.0418,0.0608,0.00869,0.0559,0.203,139.923,audio_features,0MHl7k0srcmub4lsesOLQO,spotify:track:0MHl7k0srcmub4lsesOLQO,https://api.spotify.com/v1/tracks/0MHl7k0srcmub4lsesOLQO,https://api.spotify.com/v1/audio-analysis/0MHl7k0srcmub4lsesOLQO,295603,4,mem_3
3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,audio_features,3dhjNA0jGA8vHBQ1VdD6vV,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/audio-analysis/3dhjNA0jGA8vHBQ1VdD6vV,269187,4,mem_3
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,0.494,0.722,5,-8.373,1,0.0347,0.287,0.186,0.283,0.156,117.312,audio_features,3qiyyUfYe7CRYLucrPmulD,spotify:track:3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/tracks/3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/audio-analysis/3qiyyUfYe7CRYLucrPmulD,300000,4,mem_3
4swvQp8fIzN6ZMVaXnXRsr,did you/fall apart,0.483,0.159,1,-12.708,1,0.0313,0.89,0.2,0.101,0.121,140.316,audio_features,4swvQp8fIzN6ZMVaXnXRsr,spotify:track:4swvQp8fIzN6ZMVaXnXRsr,https://api.spotify.com/v1/tracks/4swvQp8fIzN6ZMVaXnXRsr,https://api.spotify.com/v1/audio-analysis/4swvQp8fIzN6ZMVaXnXRsr,172299,3,mem_3
5WoIz3RtJAsdiDCHzOjo0c,Wakhra Swag (feat. Badshah),0.795,0.641,7,-5.73,0,0.242,0.148,2e-06,0.0824,0.736,159.91,audio_features,5WoIz3RtJAsdiDCHzOjo0c,spotify:track:5WoIz3RtJAsdiDCHzOjo0c,https://api.spotify.com/v1/tracks/5WoIz3RtJAsdiDCHzOjo0c,https://api.spotify.com/v1/audio-analysis/5WoIz3RtJAsdiDCHzOjo0c,190500,4,mem_3
6NUv0urSLNOQYRqRmd0HjU,Meharbani Teri,0.38,0.598,5,-8.04,0,0.0383,0.143,0.00144,0.101,0.27,89.22,audio_features,6NUv0urSLNOQYRqRmd0HjU,spotify:track:6NUv0urSLNOQYRqRmd0HjU,https://api.spotify.com/v1/tracks/6NUv0urSLNOQYRqRmd0HjU,https://api.spotify.com/v1/audio-analysis/6NUv0urSLNOQYRqRmd0HjU,386059,4,mem_3
6fxVffaTuwjgEk5h9QyRjy,Photograph,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,6fxVffaTuwjgEk5h9QyRjy,spotify:track:6fxVffaTuwjgEk5h9QyRjy,https://api.spotify.com/v1/tracks/6fxVffaTuwjgEk5h9QyRjy,https://api.spotify.com/v1/audio-analysis/6fxVffaTuwjgEk5h9QyRjy,258987,4,mem_3
7fiFJADUcHwTdYLmnZeLAy,Hesitate,0.622,0.485,2,-7.259,1,0.0322,0.227,0,0.0889,0.236,118.051,audio_features,7fiFJADUcHwTdYLmnZeLAy,spotify:track:7fiFJADUcHwTdYLmnZeLAy,https://api.spotify.com/v1/tracks/7fiFJADUcHwTdYLmnZeLAy,https://api.spotify.com/v1/audio-analysis/7fiFJADUcHwTdYLmnZeLAy,208840,4,mem_3
7r6xGsyES2DTacyP6O585i,Never Ending Story,0.438,0.489,0,-11.568,1,0.0465,0.0103,1.22e-05,0.442,0.182,136.077,audio_features,7r6xGsyES2DTacyP6O585i,spotify:track:7r6xGsyES2DTacyP6O585i,https://api.spotify.com/v1/tracks/7r6xGsyES2DTacyP6O585i,https://api.spotify.com/v1/audio-analysis/7r6xGsyES2DTacyP6O585i,125480,3,mem_3
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,0.804,0.459,11,-11.556,1,0.039,0.304,0.0862,0.11,0.372,111.963,audio_features,5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941,4,mem_3
0tgVpDi06FyKpA1z0VMD4v,Perfect,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3,mem_3
01qgLtk6olCOixHUi2lYXq,Medicine,0.642,0.376,7,-10.669,0,0.0373,0.374,0,0.139,0.0817,110.004,audio_features,01qgLtk6olCOixHUi2lYXq,spotify:track:01qgLtk6olCOixHUi2lYXq,https://api.spotify.com/v1/tracks/01qgLtk6olCOixHUi2lYXq,https://api.spotify.com/v1/audio-analysis/01qgLtk6olCOixHUi2lYXq,251563,4,mem_3
